date,close,peg
2022-07-19,1061.85,38.82
2022-07-20,1079.53,39.42
2022-07-21,1091.41,39.8
2022-07-22,1084.97,39.6
2022-07-25,1073.76,38.97
2022-07-26,1084.66,39.44
2022-07-27,1095.7,39.63
2022-07-28,1108.79,40.16
2022-07-29,1088.91,39.53
2022-08-01,1100.18,39.92
2022-08-02,1094.91,39.71
2022-08-03,1100.35,39.69
2022-08-04,1110.92,39.97
2022-08-05,1157.33,41.54
2022-08-08,1152.58,41.44
2022-08-09,1162.32,41.97
2022-08-10,1156.16,41.83
2022-08-11,1173.14,42.49
2022-08-12,1146.19,41.44
2022-08-15,1143.75,41.58
2022-08-16,1137.3,41.49
2022-08-17,1132.31,41.31
2022-08-18,1146.63,41.81
2022-08-19,1108.45,40.43
2022-08-22,1107.28,40.31
2022-08-23,1107.3,40.38
2022-08-24,1068.98,39.04
2022-08-25,1055.89,38.41
2022-08-26,1045.99,38.05
2022-08-29,1054.28,38.62
2022-08-30,1050.28,38.48
2022-08-31,1029.66,37.58
2022-09-01,1025.66,36.83
2022-09-02,1030.12,36.83
2022-09-05,1024.39,36.65
2022-09-06,1035.78,37.31
2022-09-07,1049.58,37.72
2022-09-08,1040.77,37.38
2022-09-09,1033.78,37.12
2022-09-13,1031.17,39.69
2022-09-14,1031.3,39.65
2022-09-15,1000.08,38.37
2022-09-16,998.52,38.21
2022-09-19,975.55,37.38
2022-09-20,985.15,37.73
2022-09-21,970.39,37.19
2022-09-22,975.87,37.41
2022-09-23,960.94,36.89
2022-09-26,961.83,36.91
2022-09-27,976.45,37.43
2022-09-28,956.19,36.68
2022-09-29,961.47,36.94
2022-09-30,939.38,35.98
2022-10-10,897.34,34.34
2022-10-11,892.74,34.19
2022-10-12,924.91,35.38
2022-10-13,926.52,35.42
2022-10-14,954.92,36.74
2022-10-17,963.22,36.78
2022-10-18,960.0,36.73
2022-10-19,949.5,36.31
2022-10-20,963.95,36.66
2022-10-21,967.98,36.85
2022-10-24,969.49,36.77
2022-10-25,971.33,36.76
2022-10-26,1003.25,37.92
2022-10-27,1004.91,37.63
2022-10-28,993.72,37.2
2022-10-31,1010.33,37.57
2022-11-01,1024.52,35.2
2022-11-02,1037.18,35.87
2022-11-03,1048.07,36.35
2022-11-04,1072.87,37.16
2022-11-07,1061.35,36.89
2022-11-08,1051.71,36.57
2022-11-09,1037.53,35.98
2022-11-10,1023.06,35.45
2022-11-11,1023.26,35.58
2022-11-14,1022.91,35.39
2022-11-15,1052.04,36.44
2022-11-16,1036.49,35.92
2022-11-17,1041.67,36.03
2022-11-18,1031.99,35.69
2022-11-21,1032.47,35.73
2022-11-22,1017.82,35.24
2022-11-23,1017.02,35.37
2022-11-24,1015.36,35.31
2022-11-25,999.99,34.66
2022-11-28,992.81,34.48
2022-11-29,1002.45,34.81
2022-11-30,1000.26,34.64
2022-12-01,1009.33,34.99
2022-12-02,1008.14,35.04
2022-12-05,1003.6,34.98
2022-12-06,1003.14,34.95
2022-12-07,1000.47,34.77
2022-12-08,997.31,34.77
2022-12-09,1001.69,34.75
2022-12-12,1004.62,37.85
2022-12-13,989.31,37.19
2022-12-14,984.22,36.93
2022-12-15,989.2,37.13
2022-12-16,978.36,36.68
2022-12-19,956.19,36.09
2022-12-20,952.77,36.01
2022-12-21,940.84,35.55
2022-12-22,930.8,35.07
2022-12-23,920.35,34.74
2022-12-26,951.11,36.05
2022-12-27,963.14,36.54
2022-12-28,957.27,36.29
2022-12-29,962.25,36.39
2022-12-30,959.9,36.31
2023-01-03,979.91,37.08
2023-01-04,972.38,36.79
2023-01-05,983.52,37.19
2023-01-06,991.1,37.58
2023-01-09,988.67,37.55
2023-01-10,990.32,37.6
2023-01-11,973.96,36.92
2023-01-12,974.19,36.81
2023-01-13,974.31,36.87
2023-01-16,992.61,37.72
2023-01-17,1003.68,38.12
2023-01-18,1006.75,38.13
2023-01-19,1023.65,38.79
2023-01-20,1029.14,38.95
2023-01-30,1031.61,38.96
2023-01-31,1014.36,38.42
2023-02-01,1026.4,38.87
2023-02-02,1031.68,39.02
2023-02-03,1033.87,39.18
2023-02-06,1024.43,38.86
2023-02-07,1020.17,38.57
2023-02-08,1010.69,38.18
2023-02-09,1036.86,39.24
2023-02-10,1024.54,38.77
2023-02-13,1024.04,38.75
2023-02-14,1022.67,38.76
2023-02-15,1024.22,38.85
2023-02-16,1005.18,38.12
2023-02-17,986.33,37.28
2023-02-20,998.83,37.71
2023-02-21,995.73,37.51
2023-02-22,989.65,37.31
2023-02-23,992.46,37.48
2023-02-24,990.63,37.41
2023-02-27,986.28,37.27
2023-02-28,990.47,37.47
2023-03-01,994.63,37.49
2023-03-02,988.89,37.17
2023-03-03,998.9,37.52
2023-03-06,1007.63,38.01
2023-03-07,990.58,37.24
2023-03-08,994.89,37.44
2023-03-09,998.3,37.53
2023-03-10,993.55,37.32
2023-03-13,998.91,38.13
2023-03-14,1013.39,38.49
2023-03-15,1007.3,38.29
2023-03-16,992.44,37.55
2023-03-17,1015.76,38.14
2023-03-20,1025.32,38.47
2023-03-21,1030.19,38.82
2023-03-22,1034.05,38.86
2023-03-23,1058.99,39.56
2023-03-24,1060.99,39.52
2023-03-27,1057.49,39.34
2023-03-28,1038.63,38.76
2023-03-29,1062.14,39.83
2023-03-30,1065.69,39.98
2023-03-31,1081.54,40.4
2023-04-03,1126.49,41.81
2023-04-04,1129.08,41.68
2023-04-06,1146.96,42.11
2023-04-07,1161.02,42.45
2023-04-10,1129.17,41.32
2023-04-11,1121.74,41.21
2023-04-12,1129.41,41.57
2023-04-13,1100.13,40.55
2023-04-14,1136.21,41.53
2023-04-17,1140.13,41.83
2023-04-18,1129.82,41.71
2023-04-19,1134.4,41.83
2023-04-20,1164.95,42.5
2023-04-21,1116.83,40.87
2023-04-24,1096.38,39.89
2023-04-25,1076.86,39.6
2023-04-26,1069.01,39.36
2023-04-27,1068.01,39.17
2023-04-28,1087.87,39.75
2023-05-04,1064.2,35.79
2023-05-05,1049.09,35.41
2023-05-08,1057.21,35.52
2023-05-09,1034.21,35.0
2023-05-10,1025.71,34.5
2023-05-11,1025.97,34.45
2023-05-12,1014.11,33.94
2023-05-15,1025.79,34.6
2023-05-16,1025.87,34.52
2023-05-17,1029.65,34.71
2023-05-18,1034.82,34.84
2023-05-19,1040.16,34.96
2023-05-22,1032.11,34.72
2023-05-23,1016.11,34.33
2023-05-24,1011.77,34.34
2023-05-25,1021.72,34.67
2023-05-26,1038.66,34.99
2023-05-29,1028.38,34.57
2023-05-30,1044.43,35.09
2023-05-31,1053.91,35.31
2023-06-01,1053.55,35.26
2023-06-02,1053.29,35.32
2023-06-05,1051.73,35.22
2023-06-06,1022.98,34.06
2023-06-07,1019.05,33.89
2023-06-08,1007.12,33.53
2023-06-09,1032.55,34.58
2023-06-12,1026.64,34.4
2023-06-13,1039.46,34.42
2023-06-14,1035.31,34.33
2023-06-15,1033.85,34.39
2023-06-16,1052.88,35.07
2023-06-19,1055.45,35.15
2023-06-20,1055.41,35.2
2023-06-21,1020.22,34.08
2023-06-26,1010.31,33.4
2023-06-27,1011.35,33.58
2023-06-28,1008.22,33.42
2023-06-29,1001.46,33.3
2023-06-30,1005.15,33.46
2023-07-03,1008.4,33.54
2023-07-04,1015.4,33.72
2023-07-05,1005.73,33.37
2023-07-06,1002.11,33.21
2023-07-07,991.85,32.92
2023-07-10,993.73,33.12
2023-07-11,1001.41,33.37
2023-07-12,984.98,32.89
2023-07-13,995.97,33.23
2023-07-14,991.56,33.04
2023-07-17,984.82,32.79
2023-07-18,980.02,32.64
2023-07-19,975.11,32.48
2023-07-20,961.13,31.82
2023-07-21,955.55,31.51
2023-07-24,950.55,31.36
2023-07-25,964.4,31.8
2023-07-26,961.6,31.66
2023-07-27,952.3,31.38
2023-07-28,962.64,31.68
2023-07-31,968.99,31.8
2023-08-01,969.68,31.81
2023-08-02,968.44,31.77
2023-08-03,970.37,31.93
2023-08-04,975.78,32.07
2023-08-07,968.9,31.95
2023-08-08,965.53,31.85
2023-08-09,957.37,31.58
2023-08-10,959.17,31.59
2023-08-11,938.77,30.94
2023-08-14,930.5,30.63
2023-08-15,917.45,30.17
2023-08-16,901.79,29.67
2023-08-17,910.38,29.92
2023-08-18,904.25,29.73
2023-08-21,892.09,29.32
2023-08-22,901.13,29.37
2023-08-23,879.46,28.67
2023-08-24,885.48,28.81
2023-08-25,870.4,28.4
2023-08-28,880.19,28.75
2023-08-29,916.46,29.93
2023-08-30,939.65,30.6
2023-08-31,942.61,30.67
2023-09-01,934.79,30.51
2023-09-04,942.43,30.74
2023-09-05,930.63,30.37
