date,close
2015-06-01,0.2933
2015-06-02,0.2935
2015-06-03,0.2917
2015-06-04,0.2929
2015-06-05,0.2927
2015-06-08,0.2915
2015-06-09,0.2897
2015-06-10,0.2903
2015-06-11,0.2919
2015-06-12,0.2919
2015-06-15,0.2911
2015-06-16,0.2899
2015-06-17,0.2891
2015-06-18,0.2881
2015-06-19,0.2923
2015-06-23,0.2969
2015-06-24,0.2961
2015-06-25,0.2941
2015-06-26,0.2939
2015-06-29,0.2911
2015-06-30,0.2879
2015-07-01,0.2879
2015-07-02,0.2893
2015-07-03,0.2885
2015-07-06,0.2827
2015-07-07,0.2837
2015-07-08,0.2759
2015-07-09,0.2763
2015-07-10,0.2771
2015-07-13,0.2799
2015-07-14,0.2881
2015-07-15,0.2923
2015-07-16,0.2877
2015-07-17,0.2949
2015-07-20,0.3015
2015-07-21,0.3049
2015-07-22,0.3013
2015-07-23,0.3019
2015-07-24,0.2995
2015-07-27,0.2955
2015-07-28,0.2943
2015-07-29,0.2997
2015-07-30,0.3039
2015-07-31,0.3051
2015-08-03,0.3055
2015-08-04,0.3021
2015-08-05,0.3003
2015-08-06,0.3039
2015-08-07,0.2993
2015-08-10,0.2979
2015-08-11,0.3127
2015-08-12,0.3057
2015-08-13,0.3087
2015-08-14,0.3103
2015-08-17,0.3113
2015-08-18,0.3153
2015-08-19,0.3115
2015-08-20,0.3073
2015-08-21,0.2973
2015-08-24,0.2749
2015-08-25,0.2755
2015-08-26,0.2767
2015-08-27,0.2895
2015-08-28,0.2959
2015-08-31,0.2935
2015-09-01,0.2851
2015-09-02,0.2853
2015-09-07,0.2837
2015-09-08,0.2919
2015-09-09,0.2941
2015-09-10,0.2883
2015-09-11,0.2931
2015-09-14,0.2927
2015-09-15,0.2877
2015-09-16,0.2951
2015-09-17,0.2955
2015-09-18,0.2957
2015-09-21,0.2921
2015-09-22,0.2935
2015-09-23,0.2891
2015-09-24,0.2891
2015-09-25,0.2899
2015-09-28,0.2867
2015-09-29,0.2785
2015-09-30,0.2787
2015-10-08,0.2885
2015-10-09,0.2899
2015-10-12,0.2921
2015-10-13,0.2917
2015-10-14,0.2901
2015-10-15,0.2919
2015-10-16,0.2967
2015-10-19,0.2969
2015-10-20,0.2989
2015-10-21,0.2975
2015-10-22,0.2967
2015-10-23,0.3061
2015-10-26,0.3097
2015-10-27,0.3083
2015-10-28,0.3105
2015-10-29,0.3119
2015-10-30,0.3137
2015-11-02,0.3103
2015-11-03,0.3149
2015-11-04,0.3159
2015-11-05,0.3157
2015-11-06,0.3147
2015-11-09,0.3165
2015-11-10,0.3125
2015-11-11,0.3115
2015-11-12,0.3117
2015-11-13,0.3085
2015-11-16,0.3031
2015-11-17,0.3103
2015-11-18,0.3095
2015-11-19,0.3165
2015-11-20,0.3161
2015-11-23,0.3173
2015-11-24,0.3171
2015-11-25,0.3159
2015-11-26,0.3161
2015-11-27,0.3167
2015-11-30,0.3165
2015-12-01,0.3163
2015-12-02,0.3209
2015-12-03,0.3185
2015-12-04,0.3143
2015-12-07,0.3207
2015-12-08,0.3195
2015-12-09,0.3199
2015-12-10,0.3163
2015-12-11,0.3169
2015-12-14,0.3119
2015-12-15,0.3143
2015-12-16,0.3169
2015-12-17,0.3221
2015-12-18,0.3169
2015-12-21,0.3147
2015-12-22,0.3147
2015-12-23,0.3155
2015-12-24,0.3175
2015-12-25,0.3161
2015-12-28,0.3149
2015-12-29,0.3163
2015-12-30,0.3213
2015-12-31,0.3233
2016-01-04,0.3185
2016-01-05,0.3139
2016-01-06,0.3155
2016-01-07,0.3119
2016-01-08,0.3071
2016-01-11,0.3043
2016-01-12,0.3023
2016-01-13,0.3049
2016-01-14,0.2993
2016-01-15,0.2959
2016-01-18,0.2927
2016-01-19,0.2973
2016-01-20,0.2899
2016-01-21,0.2859
2016-01-22,0.2911
2016-01-25,0.2973
2016-01-26,0.2861
2016-01-27,0.2905
2016-01-28,0.2875
2016-01-29,0.2915
2016-02-01,0.2969
2016-02-02,0.2975
2016-02-03,0.2915
2016-02-04,0.2931
2016-02-05,0.2961
2016-02-15,0.2917
2016-02-16,0.2927
2016-02-17,0.2905
2016-02-18,0.2913
2016-02-19,0.2891
2016-02-22,0.2901
2016-02-23,0.2915
2016-02-24,0.2885
2016-02-25,0.2905
2016-02-26,0.2943
2016-02-29,0.2925
2016-03-01,0.2917
2016-03-02,0.3029
2016-03-03,0.3029
2016-03-04,0.3015
2016-03-07,0.3015
2016-03-08,0.2975
2016-03-09,0.2937
2016-03-10,0.2963
2016-03-11,0.2963
2016-03-14,0.3009
2016-03-15,0.3009
2016-03-16,0.3001
2016-03-17,0.3029
2016-03-18,0.3027
2016-03-21,0.3019
2016-03-22,0.3021
2016-03-23,0.3045
2016-03-24,0.3017
2016-03-25,0.3031
2016-03-28,0.3043
2016-03-29,0.3029
2016-03-30,0.3065
2016-03-31,0.3069
2016-04-01,0.3053
2016-04-05,0.3071
2016-04-06,0.3071
2016-04-07,0.3105
2016-04-08,0.3071
2016-04-11,0.3065
2016-04-12,0.3043
2016-04-13,0.3063
2016-04-14,0.3097
2016-04-15,0.3107
2016-04-18,0.3099
2016-04-19,0.3111
2016-04-20,0.3091
2016-04-21,0.3101
2016-04-22,0.3093
2016-04-25,0.3067
2016-04-26,0.3065
2016-04-27,0.3043
2016-04-28,0.3037
2016-04-29,0.3009
2016-05-03,0.3013
2016-05-04,0.2989
2016-05-05,0.2979
2016-05-06,0.2987
2016-05-09,0.3005
2016-05-10,0.3005
2016-05-11,0.3047
2016-05-12,0.3019
2016-05-13,0.2995
2016-05-16,0.2997
2016-05-17,0.3031
2016-05-18,0.2995
2016-05-19,0.3001
2016-05-20,0.3003
2016-05-23,0.3025
2016-05-24,0.3025
2016-05-25,0.3079
2016-05-26,0.3091
2016-05-27,0.3105
2016-05-30,0.3135
2016-05-31,0.3151
2016-06-01,0.3153
2016-06-02,0.3141
2016-06-03,0.3141
2016-06-06,0.3119
2016-06-07,0.3131
2016-06-08,0.3119
2016-06-13,0.3079
2016-06-14,0.3077
2016-06-15,0.3099
2016-06-16,0.3095
2016-06-17,0.3099
2016-06-20,0.3107
2016-06-21,0.3091
2016-06-22,0.3081
2016-06-23,0.3087
2016-06-24,0.3059
2016-06-27,0.3049
2016-06-28,0.3043
2016-06-29,0.3049
2016-06-30,0.3073
2016-07-01,0.3099
2016-07-04,0.3113
2016-07-05,0.3109
2016-07-06,0.3101
2016-07-07,0.3135
2016-07-08,0.3133
2016-07-11,0.3193
2016-07-12,0.3205
2016-07-13,0.3219
2016-07-14,0.3215
2016-07-15,0.3241
2016-07-18,0.3237
2016-07-19,0.3265
2016-07-20,0.3261
2016-07-21,0.3287
