date,close,peg
2015-06-01,5674.2,12.25
2015-06-02,5846.39,12.32
2015-06-03,5863.53,12.33
2015-06-04,5906.89,12.59
2015-06-05,6018.42,12.7
2015-06-08,6124.15,13.29
2015-06-09,6085.04,13.15
2015-06-10,6089.13,12.95
2015-06-11,6113.09,12.86
2015-06-12,6226.62,12.95
2015-06-15,6149.73,12.63
2015-06-16,5880.95,12.22
2015-06-17,6030.06,12.45
2015-06-18,5884.32,11.96
2015-06-19,5478.31,11.31
2015-06-23,5524.29,11.67
2015-06-24,5674.47,11.94
2015-06-25,5482.02,11.6
2015-06-26,5056.83,10.89
2015-06-29,4864.34,10.89
2015-06-30,5118.2,11.49
2015-07-01,4829.26,10.98
2015-07-02,4579.49,11.09
2015-07-03,4274.74,10.43
2015-07-06,4330.59,11.16
2015-07-07,4179.85,11.48
2015-07-08,3971.31,10.81
2015-07-09,4232.98,11.38
2015-07-10,4482.91,11.66
2015-07-13,4679.81,11.45
2015-07-14,4631.63,11.13
2015-07-15,4408.95,11.28
2015-07-16,4441.68,11.2
2015-07-17,4623.91,11.31
2015-07-20,4646.22,11.34
2015-07-21,4692.01,11.28
2015-07-22,4710.57,11.21
2015-07-23,4817.91,11.32
2015-07-24,4725.45,11.18
2015-07-27,4331.51,10.25
2015-07-28,4281.75,10.16
2015-07-29,4466.39,10.3
2015-07-30,4346.52,10.09
2015-07-31,4346.63,10.03
2015-08-03,4374.04,10.06
2015-08-04,4534.82,10.22
2015-08-05,4485.83,10.05
2015-08-06,4456.46,9.98
2015-08-07,4556.83,10.1
2015-08-10,4767.98,10.48
2015-08-11,4781.97,10.42
2015-08-12,4710.59,10.31
2015-08-13,4826.28,10.39
2015-08-14,4811.52,10.35
2015-08-17,4882.9,10.28
2015-08-18,4527.85,9.9
2015-08-19,4601.64,9.88
2015-08-20,4438.65,9.62
2015-08-21,4199.15,9.35
2015-08-24,3836.11,8.56
2015-08-25,3520.75,7.91
2015-08-26,3476.71,8.04
2015-08-27,3649.97,8.48
2015-08-28,3851.77,8.74
2015-08-31,3784.07,8.78
2015-09-01,3680.82,9.34
2015-09-02,3685.15,9.5
2015-09-07,3608.92,9.04
2015-09-08,3731.15,9.19
2015-09-09,3818.83,9.33
2015-09-10,3758.22,9.24
2015-09-11,3767.51,9.19
2015-09-14,3603.19,9.16
2015-09-15,3432.07,9.02
2015-09-16,3641.68,9.26
2015-09-17,3556.74,9.11
2015-09-18,3588.56,9.08
2015-09-21,3668.09,9.12
2015-09-22,3695.39,9.18
2015-09-23,3625.72,8.98
2015-09-24,3663.57,8.99
2015-09-25,3595.04,9.0
2015-09-28,3638.05,8.95
2015-09-29,3576.0,8.79
2015-09-30,3591.53,8.83
2015-10-08,3708.49,9.02
2015-10-09,3742.89,9.09
2015-10-12,3882.21,9.33
2015-10-13,3896.91,9.27
2015-10-14,3830.14,9.22
2015-10-15,3939.18,9.35
2015-10-16,4008.53,9.45
2015-10-19,4042.38,9.42
2015-10-20,4086.98,9.49
2015-10-21,3891.04,9.53
2015-10-22,3969.13,9.46
2015-10-23,4047.31,9.48
2015-10-26,4074.16,9.52
2015-10-27,4088.06,9.48
2015-10-28,4020.22,9.41
2015-10-29,4035.47,9.4
2015-10-30,4016.33,9.38
2015-11-02,3942.02,9.59
2015-11-03,3923.94,9.53
2015-11-04,4101.78,9.85
2015-11-05,4165.04,10.1
2015-11-06,4244.14,10.22
2015-11-09,4303.97,10.48
2015-11-10,4309.28,10.42
2015-11-11,4331.56,10.35
2015-11-12,4297.4,10.24
2015-11-13,4256.18,10.13
2015-11-16,4311.12,10.16
2015-11-17,4308.75,10.19
2015-11-18,4259.6,10.17
2015-11-19,4332.19,10.23
2015-11-20,4360.78,10.21
2015-11-23,4356.68,10.17
2015-11-24,4371.35,10.15
2015-11-25,4432.57,10.2
2015-11-26,4409.7,10.17
2015-11-27,4183.04,9.7
2015-11-30,4232.35,9.78
2015-12-01,4237.51,9.76
2015-12-02,4312.53,10.15
2015-12-03,4369.74,10.28
2015-12-04,4305.06,10.04
2015-12-07,4323.67,10.02
2015-12-08,4232.06,9.85
2015-12-09,4253.75,9.88
2015-12-10,4245.7,9.84
2015-12-11,4205.23,9.77
2015-12-14,4299.71,9.74
2015-12-15,4295.22,9.67
2015-12-16,4287.3,9.67
2015-12-17,4380.81,9.8
2015-12-18,4377.74,9.84
2015-12-21,4497.0,10.06
2015-12-22,4520.01,10.04
2015-12-23,4513.84,10.04
2015-12-24,4457.31,9.96
2015-12-25,4478.34,9.98
2015-12-28,4367.53,9.77
2015-12-29,4410.33,9.85
2015-12-30,4417.87,9.85
2015-12-31,4375.17,9.8
2016-01-04,4065.48,9.33
2016-01-05,4079.85,9.37
2016-01-06,4181.09,9.53
2016-01-07,3889.61,9.06
2016-01-08,3984.16,9.22
2016-01-11,3758.8,8.86
2016-01-12,3757.79,8.9
2016-01-13,3686.24,8.79
2016-01-14,3763.71,8.87
2016-01-15,3627.11,8.62
2016-01-18,3637.35,8.59
2016-01-19,3752.64,8.79
2016-01-20,3707.21,8.71
2016-01-21,3600.07,8.53
2016-01-22,3640.39,8.62
2016-01-25,3665.44,8.65
2016-01-26,3437.77,8.22
2016-01-27,3419.93,8.25
2016-01-28,3330.71,8.14
2016-01-29,3430.87,8.31
2016-02-01,3388.88,8.16
2016-02-02,3461.02,8.26
2016-02-03,3447.94,8.19
2016-02-04,3487.77,8.26
2016-02-05,3476.32,8.25
2016-02-15,3453.89,8.18
2016-02-16,3556.87,8.37
2016-02-17,3592.92,8.45
2016-02-18,3593.35,8.43
2016-02-19,3594.2,8.39
2016-02-22,3675.17,8.54
2016-02-23,3649.7,8.48
2016-02-24,3675.67,8.52
2016-02-25,3447.18,8.15
2016-02-26,3483.46,8.25
2016-02-29,3395.02,8.21
2016-03-01,3462.3,8.28
2016-03-02,3618.93,8.54
2016-03-03,3622.67,8.57
2016-03-04,3629.48,8.8
2016-03-07,3667.6,8.78
2016-03-08,3664.49,8.81
2016-03-09,3610.14,8.8
2016-03-10,3559.59,8.65
2016-03-11,3558.54,8.67
2016-03-14,3621.37,8.71
2016-03-15,3626.73,8.73
2016-03-16,3636.61,8.86
2016-03-17,3681.23,8.84
2016-03-18,3738.71,8.88
2016-03-21,3797.98,8.94
2016-03-22,3782.14,8.89
2016-03-23,3780.23,8.89
2016-03-24,3727.64,8.78
2016-03-25,3755.71,8.81
2016-03-28,3742.04,8.78
2016-03-29,3702.02,8.71
2016-03-30,3789.71,8.9
2016-03-31,3793.31,8.9
2016-04-01,3796.8,8.95
2016-04-05,3857.54,8.99
2016-04-06,3856.49,8.97
2016-04-07,3800.11,8.87
2016-04-08,3774.3,8.82
2016-04-11,3831.98,8.92
2016-04-12,3816.39,8.91
2016-04-13,3868.99,9.02
2016-04-14,3882.55,9.02
2016-04-15,3872.15,9.01
2016-04-18,3831.48,8.98
2016-04-19,3840.95,9.0
2016-04-20,3754.13,8.92
2016-04-21,3736.36,8.9
2016-04-22,3755.87,8.93
2016-04-25,3758.97,8.92
2016-04-26,3778.83,8.94
2016-04-27,3764.98,8.92
2016-04-28,3757.62,8.91
2016-04-29,3751.26,8.87
2016-05-03,3817.76,9.06
2016-05-04,3805.69,9.03
2016-05-05,3807.25,9.03
2016-05-06,3702.3,8.82
2016-05-09,3613.31,8.68
2016-05-10,3624.84,8.68
2016-05-11,3645.76,8.73
2016-05-12,3650.12,8.73
2016-05-13,3642.23,8.72
2016-05-16,3665.3,8.75
2016-05-17,3648.9,8.74
2016-05-18,3599.62,8.71
2016-05-19,3596.54,8.69
2016-05-20,3610.31,8.72
2016-05-23,3628.11,8.72
2016-05-24,3598.55,8.68
2016-05-25,3600.11,8.69
2016-05-26,3607.81,8.71
2016-05-27,3617.15,8.71
2016-05-30,3617.97,8.75
2016-05-31,3720.26,8.94
2016-06-01,3718.37,8.91
2016-06-02,3726.49,8.9
2016-06-03,3744.39,8.95
2016-06-06,3744.23,8.93
2016-06-07,3736.48,8.88
2016-06-08,3711.11,8.87
2016-06-13,3606.91,8.71
2016-06-14,3616.09,8.74
