date,value,kind
2023-10-06,23.28,forward
2023-10-13,23.25,forward
2023-10-20,22.53,forward
2023-10-27,21.79,forward
2023-11-03,23.18,forward
2023-11-10,23.8,forward
2023-11-17,24.14,forward
2023-11-24,24.13,forward
2023-12-01,24.02,forward
2023-12-08,23.94,forward
2023-12-15,24.65,forward
2023-12-22,24.78,forward
2023-12-29,24.75,forward
2024-01-05,23.89,forward
2024-01-12,24.59,forward
2024-01-19,25.22,forward
2024-01-26,25.53,forward
2024-02-02,25.59,forward
2024-02-09,26.05,forward
2024-02-16,25.53,forward
2024-02-23,25.77,forward
2024-03-01,26.25,forward
2024-03-08,25.81,forward
2024-03-15,25.4,forward
2024-03-22,26.03,forward
2024-03-29,25.68,forward
2024-04-05,25.43,forward
2024-04-12,25.29,forward
2024-04-19,23.91,forward
2024-04-26,24.78,forward
2024-05-03,24.9,forward
2024-05-10,25.16,forward
2024-05-17,25.57,forward
2024-05-24,25.7,forward
2024-05-31,25.23,forward
2024-06-07,25.77,forward
2024-06-14,26.56,forward
2024-06-21,26.47,forward
2024-06-28,26.34,forward
2024-07-05,27.2,forward
2024-07-12,27.01,forward
2024-07-19,25.82,forward
2024-07-26,25.2,forward
2024-08-02,24.43,forward
2024-08-09,24.51,forward
2024-08-16,25.76,forward
2024-08-23,25.92,forward
2024-08-30,25.59,forward
2024-09-06,24.01,forward
2024-09-13,25.33,forward
2024-09-20,25.62,forward
2024-09-27,25.82,forward
2024-10-04,25.76,forward
2024-10-11,25.93,forward
2024-10-18,25.91,forward
2024-10-25,25.9,forward
2024-11-01,25.49,forward
2024-11-08,26.77,forward
2024-11-15,25.75,forward
2024-11-22,26.14,forward
2024-11-29,26.24,forward
2024-12-06,26.98,forward
2024-12-13,27.06,forward
2024-12-20,26.4,forward
2024-12-27,26.6,forward
2025-01-03,26.35,forward
2025-01-10,25.65,forward
2025-01-17,26.28,forward
2025-01-24,26.75,forward
2025-01-31,26.42,forward
2025-02-07,26.51,forward
2025-02-14,27.23,forward
2025-02-21,26.51,forward
2025-02-28,25.49,forward
2025-03-07,24.67,forward
2025-03-14,24.01,forward
2025-03-21,24.04,forward
2025-03-28,23.36,forward
2025-04-04,21.04,forward
2025-04-11,22.66,forward
2025-04-18,22.16,forward
2025-04-25,23.64,forward
2025-05-02,24.57,forward
2025-05-09,24.46,forward
2025-05-16,25.89,forward
2025-05-23,25.32,forward
2025-05-30,25.82,forward
2025-06-06,26.27,forward
2025-06-13,26.08,forward
2025-06-20,25.96,forward
2025-06-27,26.86,forward
2025-07-04,27.2,forward
2025-07-11,26.95,forward
2025-07-18,27.23,forward
2025-07-25,27.32,forward
2025-08-01,26.4,forward
2025-08-08,27.2,forward
2025-08-15,27.09,forward
2025-08-22,26.72,forward
2025-08-29,26.21,forward
2025-09-05,26.26,forward
2025-09-12,26.66,forward
2025-09-19,27.13,forward
2025-09-26,26.77,forward
2025-10-03,27.05,forward
2025-10-10,26.34,forward
2025-10-17,26.86,forward
2025-10-24,27.25,forward
2025-10-31,27.53,forward
2025-11-07,26.53,forward
2025-11-14,26.12,forward
2025-11-21,25.08,forward
2025-11-28,26.17,forward
2025-12-05,26.3,forward
2025-12-12,25.54,forward
2025-12-19,25.1,forward
2025-12-26,25.4,forward
2026-01-02,24.84,forward
2026-01-09,25.26,forward
2026-01-16,24.88,forward
2026-01-23,25.05,forward
2026-01-30,24.7,forward
2026-02-06,24.24,forward
2026-02-13,23.99,forward
2026-02-20,24.16,forward
2026-02-27,23.94,forward
2026-03-06,23.51,forward
2026-03-13,22.87,forward
2026-03-20,21.25,forward
2026-03-27,20.44,forward
2026-04-03,21.19,forward
2026-04-10,22.01,forward
2026-04-17,23.18,forward
2026-04-24,23.25,forward
2026-05-01,22.99,forward
2026-05-08,24.27,forward
2026-05-15,24.0,forward
2026-05-22,24.05,forward
2026-05-29,24.75,forward
2026-06-05,23.39,forward
2026-06-12,23.72,forward
2026-06-19,24.14,forward
2026-06-26,22.82,forward
2026-07-03,22.83,forward
2026-07-10,23.49,forward
2026-07-17,22.3,forward
2026-07-24,21.62,forward
2026-07-31,21.35,forward
2026-08-05,22.37,forward
2026-08-05,22.41,forwardOwn
2026-08-06,22.25,forwardOwn
2026-08-07,22.29,forwardOwn
2026-08-10,22.25,forwardOwn
2026-08-11,22.2,forwardOwn
2026-08-12,22.4,forwardOwn
2026-08-13,22.75,forwardOwn
2026-08-14,22.73,forwardOwn
2026-08-17,22.54,forwardOwn
2026-08-18,22.02,forwardOwn
2026-08-19,21.84,forwardOwn
2026-08-20,21.86,forwardOwn
2026-08-21,21.77,forwardOwn
2026-08-24,21.13,forwardOwn
2026-08-25,21.36,forwardOwn
2026-08-26,21.47,forwardOwn
2026-08-27,21.62,forwardOwn
2026-08-28,21.51,forwardOwn
2026-08-31,21.36,forwardOwn
2026-09-01,21.08,forwardOwn
2026-09-02,21.21,forwardOwn
2026-09-03,21.35,forwardOwn
2026-09-04,21.41,forwardOwn
2026-09-07,21.3,forwardOwn
